locus_tag	ftype	length_bp	gene	EC_number	COG	product
LOAGDLFN_02323	CDS	1341	allB	3.5.2.5	COG0044	Allantoinase
LOAGDLFN_02324	CDS	750	ppm1	2.4.1.-		Polyprenol monophosphomannose synthase
LOAGDLFN_02325	CDS	627				hypothetical protein
LOAGDLFN_02326	CDS	639				hypothetical protein
LOAGDLFN_02327	CDS	489				hypothetical protein
LOAGDLFN_02328	CDS	1398				hypothetical protein
LOAGDLFN_02329	CDS	1641	asD	2.6.1.1		Bifunctional aspartate aminotransferase and L-aspartate beta-decarboxylase
LOAGDLFN_02330	CDS	1701	aspT_2			Aspartate/alanine antiporter
LOAGDLFN_02331	CDS	822				hypothetical protein
LOAGDLFN_02332	CDS	1359				hypothetical protein
LOAGDLFN_02333	CDS	2196				hypothetical protein
LOAGDLFN_02334	CDS	1185				hypothetical protein
LOAGDLFN_02335	CDS	3366	mfd	3.6.4.-		Transcription-repair-coupling factor
LOAGDLFN_02336	CDS	687				hypothetical protein
LOAGDLFN_02337	CDS	762	yafV	3.5.1.3		Omega-amidase YafV
LOAGDLFN_02338	CDS	1617				hypothetical protein
LOAGDLFN_02339	CDS	582				hypothetical protein
LOAGDLFN_02340	CDS	1305	dapL_2	2.6.1.83		LL-diaminopimelate aminotransferase
LOAGDLFN_02341	CDS	1275		6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
LOAGDLFN_02342	CDS	417				hypothetical protein
LOAGDLFN_02343	CDS	1785				hypothetical protein
LOAGDLFN_02344	CDS	2205	hppA1	7.2.3.-	COG3808	Putative K(+)-stimulated pyrophosphate-energized sodium pump
LOAGDLFN_02345	CDS	1929				hypothetical protein
LOAGDLFN_02346	CDS	318				hypothetical protein
LOAGDLFN_02347	CDS	2871				hypothetical protein
LOAGDLFN_02348	CDS	1818	glaB_2	3.2.1.-		Alpha-1,3-galactosidase B
LOAGDLFN_02349	CDS	558				hypothetical protein
LOAGDLFN_02350	CDS	249				hypothetical protein
LOAGDLFN_02351	CDS	1644	pfp	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
LOAGDLFN_02352	CDS	867				hypothetical protein
LOAGDLFN_02353	CDS	369	yccF		COG3304	Inner membrane protein YccF
LOAGDLFN_02354	CDS	846	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
LOAGDLFN_02355	CDS	261				hypothetical protein
LOAGDLFN_02356	CDS	672				hypothetical protein
LOAGDLFN_02357	CDS	1677				hypothetical protein
LOAGDLFN_02358	CDS	1026				hypothetical protein
LOAGDLFN_02359	CDS	969				hypothetical protein
LOAGDLFN_02360	CDS	1734				hypothetical protein
LOAGDLFN_02361	CDS	702				hypothetical protein
LOAGDLFN_02362	CDS	159				hypothetical protein
LOAGDLFN_02363	CDS	1017				hypothetical protein
LOAGDLFN_02364	CDS	126				hypothetical protein
LOAGDLFN_02365	CDS	588	xerC_10			Tyrosine recombinase XerC
LOAGDLFN_02366	CDS	753				hypothetical protein
LOAGDLFN_02367	CDS	801				hypothetical protein
LOAGDLFN_02368	CDS	1410				hypothetical protein
LOAGDLFN_02369	CDS	624				hypothetical protein
LOAGDLFN_02370	CDS	1401				hypothetical protein
LOAGDLFN_02371	CDS	1572				hypothetical protein
LOAGDLFN_02372	CDS	1128				hypothetical protein
LOAGDLFN_02373	CDS	990		1.-.-.-		Oxidoreductase P35
LOAGDLFN_02374	CDS	819	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
LOAGDLFN_02375	CDS	2112				hypothetical protein
LOAGDLFN_02376	CDS	543				hypothetical protein
LOAGDLFN_02377	CDS	765	korB_3	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
LOAGDLFN_02378	CDS	168				hypothetical protein
LOAGDLFN_02379	CDS	1083	korA_3	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
LOAGDLFN_02380	CDS	231	rsxB_3	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
LOAGDLFN_02381	CDS	297				hypothetical protein
LOAGDLFN_02382	CDS	333				hypothetical protein
LOAGDLFN_02383	CDS	1098				hypothetical protein
LOAGDLFN_02384	CDS	435	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
LOAGDLFN_02385	CDS	2013	tkt	2.2.1.1		Transketolase
LOAGDLFN_02386	CDS	1599	xylB_1	2.7.1.17		Xylulose kinase
LOAGDLFN_02387	CDS	1530	araA	5.3.1.4		L-arabinose isomerase
LOAGDLFN_02388	CDS	753	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
LOAGDLFN_02389	CDS	678				hypothetical protein
LOAGDLFN_02390	CDS	1743	sglT_1			Sodium/glucose cotransporter
LOAGDLFN_02391	CDS	1155	mro_3	5.1.3.3	COG2017	Aldose 1-epimerase
LOAGDLFN_02392	CDS	1155	galK	2.7.1.6	COG0153	Galactokinase
LOAGDLFN_02393	CDS	1341	fucP_3		COG0738	L-fucose-proton symporter
LOAGDLFN_02394	CDS	1095	mro_4	5.1.3.3	COG2017	Aldose 1-epimerase
LOAGDLFN_02395	CDS	1287	fpgS	6.3.2.17		Folylpolyglutamate synthase
LOAGDLFN_02396	CDS	1176	dnaJ		COG0484	Chaperone protein DnaJ
LOAGDLFN_02397	CDS	621	grpE			Protein GrpE
LOAGDLFN_02398	CDS	1620	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
LOAGDLFN_02399	CDS	1512				hypothetical protein
LOAGDLFN_02400	CDS	1053				hypothetical protein
LOAGDLFN_02401	CDS	507	cdd	3.5.4.5	COG0295	Cytidine deaminase
LOAGDLFN_02402	CDS	324				hypothetical protein
LOAGDLFN_02403	CDS	612				hypothetical protein
LOAGDLFN_02404	CDS	672				hypothetical protein
LOAGDLFN_02405	CDS	537	sigW_6		COG1595	ECF RNA polymerase sigma factor SigW
LOAGDLFN_02406	CDS	363				hypothetical protein
LOAGDLFN_02407	CDS	549				hypothetical protein
LOAGDLFN_02408	CDS	642				hypothetical protein
LOAGDLFN_02409	CDS	894		3.2.1.-	COG1388	Autolysin
LOAGDLFN_02410	CDS	1248				hypothetical protein
LOAGDLFN_02411	CDS	1302				hypothetical protein
LOAGDLFN_02412	CDS	1281				hypothetical protein
LOAGDLFN_02413	CDS	672	yknY_2	3.6.3.-	COG1136	putative ABC transporter ATP-binding protein YknY
LOAGDLFN_02414	CDS	1293				hypothetical protein
LOAGDLFN_02415	CDS	1251				hypothetical protein
LOAGDLFN_02416	CDS	1281				hypothetical protein
LOAGDLFN_02417	CDS	1272				hypothetical protein
LOAGDLFN_02418	CDS	1257				hypothetical protein
LOAGDLFN_02419	CDS	1221				hypothetical protein
LOAGDLFN_02420	CDS	1485				hypothetical protein
LOAGDLFN_02421	CDS	1356	atoC_1		COG2204	Regulatory protein AtoC
LOAGDLFN_02422	CDS	1296	atoS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
LOAGDLFN_02423	CDS	168				hypothetical protein
LOAGDLFN_02424	CDS	255				hypothetical protein
LOAGDLFN_02425	CDS	1380	mltF_2	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
LOAGDLFN_02426	CDS	612	udk_2	2.7.1.48	COG0572	Uridine kinase
LOAGDLFN_02427	CDS	300				hypothetical protein
LOAGDLFN_02428	CDS	492				hypothetical protein
LOAGDLFN_02429	CDS	852	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
LOAGDLFN_02430	CDS	1281	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
LOAGDLFN_02431	CDS	1041	hisC_2	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
LOAGDLFN_02432	CDS	1119	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
LOAGDLFN_02433	CDS	1965	nadE_1	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
LOAGDLFN_02434	CDS	411	perR_2		COG0735	Peroxide-responsive repressor PerR
LOAGDLFN_02435	CDS	552	rbr3A	1.11.1.1	COG1592	Reverse rubrerythrin-1
LOAGDLFN_02436	CDS	459	trxC	1.8.1.8	COG0526	Thioredoxin 2
LOAGDLFN_02437	CDS	297				Thioredoxin-like protein
LOAGDLFN_02438	CDS	615				hypothetical protein
LOAGDLFN_02439	CDS	228				hypothetical protein
LOAGDLFN_02440	CDS	1458	pepD_2	3.4.13.18	COG2195	Cytosol non-specific dipeptidase
LOAGDLFN_02441	CDS	1011				hypothetical protein
LOAGDLFN_02442	CDS	474	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
LOAGDLFN_02443	CDS	852	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
LOAGDLFN_02444	CDS	597				hypothetical protein
LOAGDLFN_02445	CDS	1044	recA			Protein RecA
LOAGDLFN_02446	CDS	447	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
LOAGDLFN_02447	CDS	1194		1.5.1.43		Carboxynorspermidine synthase
LOAGDLFN_02448	CDS	1254				hypothetical protein
LOAGDLFN_02449	CDS	792				hypothetical protein
LOAGDLFN_02450	CDS	1917	dnaK			Chaperone protein DnaK
LOAGDLFN_02451	CDS	1107				hypothetical protein
LOAGDLFN_02452	CDS	564				hypothetical protein
LOAGDLFN_02453	CDS	117				hypothetical protein
LOAGDLFN_02454	CDS	1542				hypothetical protein
LOAGDLFN_02455	CDS	90				hypothetical protein
LOAGDLFN_02456	CDS	936	xerC_11			Tyrosine recombinase XerC
LOAGDLFN_02457	CDS	651	nusG_2			Transcription termination/antitermination protein NusG
LOAGDLFN_02458	CDS	435				hypothetical protein
LOAGDLFN_02459	CDS	801				hypothetical protein
LOAGDLFN_02460	CDS	2412				hypothetical protein
LOAGDLFN_02461	CDS	219				hypothetical protein
LOAGDLFN_02462	CDS	1539				hypothetical protein
LOAGDLFN_02463	CDS	1140				hypothetical protein
LOAGDLFN_02464	CDS	1110				hypothetical protein
LOAGDLFN_02465	CDS	1269				hypothetical protein
LOAGDLFN_02466	CDS	939	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
LOAGDLFN_02467	CDS	1071	gtfA_1	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
LOAGDLFN_02468	CDS	1191				hypothetical protein
LOAGDLFN_02469	CDS	1098				hypothetical protein
LOAGDLFN_02470	CDS	1227	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
LOAGDLFN_02471	CDS	1131				hypothetical protein
LOAGDLFN_02472	CDS	222				hypothetical protein
LOAGDLFN_02473	CDS	837				hypothetical protein
LOAGDLFN_02474	CDS	906	rffH_1	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
LOAGDLFN_02475	CDS	573	rfbC_1	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
LOAGDLFN_02476	CDS	861	rmlD_2	1.1.1.133		dTDP-4-dehydrorhamnose reductase
LOAGDLFN_02477	CDS	1077	rfbB_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
LOAGDLFN_02478	CDS	1476				hypothetical protein
LOAGDLFN_02479	CDS	498				hypothetical protein
LOAGDLFN_02480	CDS	540				hypothetical protein
LOAGDLFN_02481	CDS	225				hypothetical protein
LOAGDLFN_02482	CDS	1944				hypothetical protein
LOAGDLFN_02483	CDS	570				hypothetical protein
LOAGDLFN_02484	CDS	468				hypothetical protein
LOAGDLFN_02485	CDS	2280	uvrB_1			UvrABC system protein B
LOAGDLFN_02486	CDS	177				hypothetical protein
LOAGDLFN_02487	CDS	909				hypothetical protein
LOAGDLFN_02488	CDS	1086	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
LOAGDLFN_02489	CDS	1056	ykfB	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
LOAGDLFN_02490	CDS	822	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
LOAGDLFN_02491	CDS	1674	menD	2.2.1.9		2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
LOAGDLFN_02492	CDS	1143	menF_2	5.4.4.2		Isochorismate synthase MenF
LOAGDLFN_02493	CDS	408		3.1.2.-	COG2050	Putative esterase
LOAGDLFN_02494	CDS	1350	mepA_3			Multidrug export protein MepA
LOAGDLFN_02495	CDS	2502	cdr	1.8.1.14		Coenzyme A disulfide reductase
LOAGDLFN_02496	CDS	330				hypothetical protein
LOAGDLFN_02497	CDS	1599	clcA			H(+)/Cl(-) exchange transporter ClcA
LOAGDLFN_02498	CDS	591	queH	1.17.99.6	COG1636	Epoxyqueuosine reductase QueH
LOAGDLFN_02499	CDS	1809				hypothetical protein
LOAGDLFN_02500	CDS	3252				hypothetical protein
LOAGDLFN_02501	CDS	1422				hypothetical protein
LOAGDLFN_02502	CDS	1182	resA_10			Thiol-disulfide oxidoreductase ResA
LOAGDLFN_02503	CDS	261				hypothetical protein
LOAGDLFN_02504	CDS	1575				hypothetical protein
LOAGDLFN_02505	CDS	3273				TonB-dependent receptor P39
LOAGDLFN_02506	CDS	1485				hypothetical protein
LOAGDLFN_02507	tRNA	75				tRNA-Glu(ttc)
LOAGDLFN_02508	CDS	1290				hypothetical protein
LOAGDLFN_02509	CDS	837	nfo	3.1.21.2	COG0648	Endonuclease 4
LOAGDLFN_02510	CDS	2073				hypothetical protein
LOAGDLFN_02511	CDS	1365	trpB_1	4.2.1.20		Tryptophan synthase beta chain
LOAGDLFN_02512	CDS	1848				hypothetical protein
LOAGDLFN_02513	CDS	687				hypothetical protein
LOAGDLFN_02514	CDS	570				hypothetical protein
LOAGDLFN_02515	CDS	441				hypothetical protein
LOAGDLFN_02516	CDS	1209	tdcG	4.3.1.17	COG1760	L-serine dehydratase TdcG
LOAGDLFN_02517	CDS	1164				hypothetical protein
LOAGDLFN_02518	CDS	1449				hypothetical protein
LOAGDLFN_02519	CDS	3354				TonB-dependent receptor P3
LOAGDLFN_02520	CDS	1170				hypothetical protein
LOAGDLFN_02521	CDS	552				hypothetical protein
LOAGDLFN_02522	CDS	2511	mutS2	3.1.-.-		Endonuclease MutS2
LOAGDLFN_02523	tRNA	86				tRNA-Ser(tga)
LOAGDLFN_02524	CDS	927				hypothetical protein
LOAGDLFN_02525	CDS	321				hypothetical protein
LOAGDLFN_02526	CDS	657				hypothetical protein
LOAGDLFN_02527	CDS	795				hypothetical protein
LOAGDLFN_02528	CDS	123				hypothetical protein
LOAGDLFN_02529	CDS	969				hypothetical protein
LOAGDLFN_02530	CDS	498				hypothetical protein
LOAGDLFN_02531	CDS	792				hypothetical protein
LOAGDLFN_02532	CDS	123				hypothetical protein
LOAGDLFN_02533	CDS	408				hypothetical protein
LOAGDLFN_02534	CDS	840				hypothetical protein
LOAGDLFN_02535	CDS	1107				hypothetical protein
LOAGDLFN_02536	CDS	1548				hypothetical protein
LOAGDLFN_02537	CDS	522				hypothetical protein
LOAGDLFN_02538	CDS	1341				hypothetical protein
LOAGDLFN_02539	CDS	969	dnaG_4	2.7.7.-		DNA primase
LOAGDLFN_02540	CDS	1074				hypothetical protein
LOAGDLFN_02541	CDS	309				hypothetical protein
LOAGDLFN_02542	CDS	1017				hypothetical protein
LOAGDLFN_02543	CDS	1293	xerC_12			Tyrosine recombinase XerC
LOAGDLFN_02544	CDS	1239	xerC_13			Tyrosine recombinase XerC
LOAGDLFN_02545	CDS	543				hypothetical protein
LOAGDLFN_02546	CDS	453				hypothetical protein
LOAGDLFN_02547	CDS	591				hypothetical protein
LOAGDLFN_02548	CDS	192				hypothetical protein
LOAGDLFN_02549	CDS	180				hypothetical protein
LOAGDLFN_02550	CDS	108				hypothetical protein
LOAGDLFN_02551	CDS	822				hypothetical protein
LOAGDLFN_02552	CDS	1338	recF_1			DNA replication and repair protein RecF
LOAGDLFN_02553	CDS	420				hypothetical protein
LOAGDLFN_02554	CDS	2127				hypothetical protein
LOAGDLFN_02555	CDS	336				hypothetical protein
LOAGDLFN_02556	CDS	444				hypothetical protein
LOAGDLFN_02557	CDS	300				hypothetical protein
LOAGDLFN_02558	CDS	564				hypothetical protein
LOAGDLFN_02559	CDS	1152				hypothetical protein
LOAGDLFN_02560	CDS	426				hypothetical protein
LOAGDLFN_02561	CDS	1719	ziaA	7.2.2.12		Zinc-transporting ATPase
LOAGDLFN_02562	CDS	819			COG0627	putative protein
LOAGDLFN_02563	CDS	759	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
LOAGDLFN_02564	CDS	249				hypothetical protein
LOAGDLFN_02565	CDS	1161	gcdB_2	7.2.4.5	COG1883	Glutaconyl-CoA decarboxylase subunit beta
LOAGDLFN_02566	CDS	432				hypothetical protein
LOAGDLFN_02567	CDS	930				hypothetical protein
LOAGDLFN_02568	CDS	1554	pccB_2	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
LOAGDLFN_02569	CDS	414	epi	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
LOAGDLFN_02570	CDS	1023				hypothetical protein
LOAGDLFN_02571	CDS	537				hypothetical protein
LOAGDLFN_02572	CDS	327				hypothetical protein
LOAGDLFN_02573	CDS	807				hypothetical protein
LOAGDLFN_02574	CDS	519	kdsC	3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
LOAGDLFN_02575	CDS	582	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
LOAGDLFN_02576	CDS	1008	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
LOAGDLFN_02577	CDS	1170				hypothetical protein
LOAGDLFN_02578	CDS	390				hypothetical protein
LOAGDLFN_02579	CDS	1176	sotB			sugar efflux transporter
LOAGDLFN_02580	CDS	516	resA_11		COG0526	Thiol-disulfide oxidoreductase ResA
LOAGDLFN_02581	CDS	363				hypothetical protein
LOAGDLFN_02582	CDS	288				hypothetical protein
LOAGDLFN_02583	CDS	2688				hypothetical protein
LOAGDLFN_02584	CDS	1233				hypothetical protein
LOAGDLFN_02585	CDS	1551				hypothetical protein
LOAGDLFN_02586	CDS	585				hypothetical protein
LOAGDLFN_02587	CDS	576				hypothetical protein
LOAGDLFN_02588	CDS	888	bcrA_1			Bacitracin transport ATP-binding protein BcrA
LOAGDLFN_02589	CDS	672				hypothetical protein
LOAGDLFN_02590	CDS	1029				hypothetical protein
LOAGDLFN_02591	CDS	1011				hypothetical protein
LOAGDLFN_02592	CDS	702				hypothetical protein
LOAGDLFN_02593	CDS	510				hypothetical protein
LOAGDLFN_02594	CDS	1380	gltS			Sodium/glutamate symporter
LOAGDLFN_02595	CDS	615				hypothetical protein
LOAGDLFN_02596	CDS	756				hypothetical protein
LOAGDLFN_02597	CDS	1707				hypothetical protein
LOAGDLFN_02598	CDS	1071	fim1C_1			Fimbrium subunit Fim1C
LOAGDLFN_02599	CDS	1140	fim1C_2			Fimbrium subunit Fim1C
LOAGDLFN_02600	CDS	1008				hypothetical protein
LOAGDLFN_02601	CDS	339				hypothetical protein
LOAGDLFN_02602	CDS	1089				hypothetical protein
LOAGDLFN_02603	CDS	570				hypothetical protein
LOAGDLFN_02604	CDS	453	smpB		COG0691	SsrA-binding protein
LOAGDLFN_02605	CDS	2754	metH_2	2.1.1.13	COG0646	Methionine synthase
LOAGDLFN_02606	CDS	846	cugP_1	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
LOAGDLFN_02607	CDS	1431	rapZ			RNase adapter protein RapZ
LOAGDLFN_02608	CDS	1332	xanP		COG2233	Xanthine permease XanP
LOAGDLFN_02609	CDS	567	xpt	2.4.2.22	COG0503	Xanthine phosphoribosyltransferase
LOAGDLFN_02610	CDS	324				hypothetical protein
LOAGDLFN_02611	CDS	249				hypothetical protein
LOAGDLFN_02612	CDS	630	fbiB	6.3.2.34		Bifunctional F420 biosynthesis protein FbiB
LOAGDLFN_02613	CDS	1353	dapE_2	3.5.1.18		Succinyl-diaminopimelate desuccinylase
LOAGDLFN_02614	CDS	1077	aroC	4.2.3.5	COG0082	Chorismate synthase
LOAGDLFN_02615	CDS	582	lemA		COG1704	Protein LemA
LOAGDLFN_02616	CDS	921				hypothetical protein
LOAGDLFN_02617	CDS	936				hypothetical protein
LOAGDLFN_02618	CDS	741	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
LOAGDLFN_02619	CDS	738	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
LOAGDLFN_02620	CDS	945	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
LOAGDLFN_02621	CDS	1005			COG1702	PhoH-like protein
LOAGDLFN_02622	CDS	675				hypothetical protein
LOAGDLFN_02623	CDS	804	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
LOAGDLFN_02624	CDS	768				hypothetical protein
LOAGDLFN_02625	CDS	1269				hypothetical protein
LOAGDLFN_02626	CDS	1341	resA_12			Thiol-disulfide oxidoreductase ResA
LOAGDLFN_02627	CDS	3282				TonB-dependent receptor P39
LOAGDLFN_02628	CDS	1443				hypothetical protein
LOAGDLFN_02629	CDS	579	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
LOAGDLFN_02630	CDS	375				hypothetical protein
LOAGDLFN_02631	CDS	93				hypothetical protein
LOAGDLFN_02632	CDS	1803	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
LOAGDLFN_02633	CDS	1698	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
LOAGDLFN_02634	CDS	555	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
LOAGDLFN_02635	CDS	744				hypothetical protein
LOAGDLFN_02636	CDS	1044		1.1.1.382	COG0059	Ketol-acid reductoisomerase (NAD(+))
LOAGDLFN_02637	CDS	1014				hypothetical protein
LOAGDLFN_02638	CDS	2133				hypothetical protein
LOAGDLFN_02639	CDS	1260				hypothetical protein
LOAGDLFN_02640	CDS	645				hypothetical protein
LOAGDLFN_02641	CDS	1356				hypothetical protein
LOAGDLFN_02642	CDS	1317				hypothetical protein
LOAGDLFN_02643	CDS	729	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
LOAGDLFN_02644	CDS	1176				hypothetical protein
LOAGDLFN_02645	CDS	1584	pafA	3.1.3.1		Alkaline phosphatase PafA
LOAGDLFN_02646	CDS	3297	secA			Protein translocase subunit SecA
LOAGDLFN_02647	CDS	993				hypothetical protein
LOAGDLFN_02648	CDS	450				hypothetical protein
LOAGDLFN_02649	CDS	378				hypothetical protein
LOAGDLFN_02650	CDS	546	sigW_7		COG1595	ECF RNA polymerase sigma factor SigW
LOAGDLFN_02651	CDS	441				hypothetical protein
LOAGDLFN_02652	CDS	2628	valS	6.1.1.9	COG0525	Valine--tRNA ligase
LOAGDLFN_02653	CDS	786	mazG	3.6.1.8	COG1694	Nucleoside triphosphate pyrophosphohydrolase
LOAGDLFN_02654	CDS	1239				hypothetical protein
LOAGDLFN_02655	CDS	546				hypothetical protein
LOAGDLFN_02656	CDS	3162				TonB-dependent receptor P26
LOAGDLFN_02657	CDS	447				hypothetical protein
LOAGDLFN_02658	CDS	378				hypothetical protein
LOAGDLFN_02659	CDS	552	sigW_8		COG1595	ECF RNA polymerase sigma factor SigW
LOAGDLFN_02660	CDS	828	rnz	3.1.26.11	COG1234	Ribonuclease Z
LOAGDLFN_02661	CDS	447				hypothetical protein
LOAGDLFN_02662	CDS	1797	pnp_2	2.7.7.8		Polyribonucleotide nucleotidyltransferase
LOAGDLFN_02663	CDS	240				hypothetical protein
LOAGDLFN_02664	CDS	702				hypothetical protein
LOAGDLFN_02665	CDS	837	murQ	4.2.1.126	COG2103	N-acetylmuramic acid 6-phosphate etherase
LOAGDLFN_02666	CDS	840				hypothetical protein
LOAGDLFN_02667	CDS	786	btsR_1		COG3279	Transcriptional regulatory protein BtsR
LOAGDLFN_02668	CDS	1044				hypothetical protein
LOAGDLFN_02669	CDS	639				hypothetical protein
LOAGDLFN_02670	CDS	633				hypothetical protein
LOAGDLFN_02671	CDS	558				hypothetical protein
LOAGDLFN_02672	CDS	555				hypothetical protein
LOAGDLFN_02673	CDS	207				hypothetical protein
LOAGDLFN_02674	CDS	1275	ampG_2		COG0477	Anhydromuropeptide permease
LOAGDLFN_02675	CDS	1317				hypothetical protein
LOAGDLFN_02676	CDS	2472				hypothetical protein
LOAGDLFN_02677	CDS	1050	rlmN	2.1.1.192	COG0820	Dual-specificity RNA methyltransferase RlmN
LOAGDLFN_02678	CDS	1065				hypothetical protein
LOAGDLFN_02679	CDS	1101	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
LOAGDLFN_02680	CDS	711				hypothetical protein
LOAGDLFN_02681	CDS	852				hypothetical protein
LOAGDLFN_02682	CDS	951				hypothetical protein
LOAGDLFN_02683	CDS	972				hypothetical protein
LOAGDLFN_02684	CDS	723	gph_3	3.1.3.18		Phosphoglycolate phosphatase
LOAGDLFN_02685	CDS	1200	fucP_4		COG0738	L-fucose-proton symporter
LOAGDLFN_02686	CDS	897	RBKS_2	2.7.1.15		Ribokinase
LOAGDLFN_02687	CDS	1308				hypothetical protein
LOAGDLFN_02688	CDS	1266	norR			Anaerobic nitric oxide reductase transcription regulator NorR
LOAGDLFN_02689	CDS	528				hypothetical protein
LOAGDLFN_02690	CDS	753				hypothetical protein
LOAGDLFN_02691	CDS	366				hypothetical protein
LOAGDLFN_02692	CDS	759	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
LOAGDLFN_02693	CDS	294				hypothetical protein
LOAGDLFN_02694	CDS	705	yhhW	1.13.11.24	COG1741	Quercetin 2,3-dioxygenase
LOAGDLFN_02695	tRNA	74				tRNA-Gly(tcc)
LOAGDLFN_02696	tRNA	84				tRNA-Tyr(gta)
LOAGDLFN_02697	CDS	507	ribH	2.5.1.78		6,7-dimethyl-8-ribityllumazine synthase
LOAGDLFN_02698	CDS	678				hypothetical protein
LOAGDLFN_02699	CDS	1116	recF_2		COG1195	DNA replication and repair protein RecF
LOAGDLFN_02700	CDS	291				hypothetical protein
LOAGDLFN_02701	CDS	1359				hypothetical protein
LOAGDLFN_02702	CDS	462	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
LOAGDLFN_02703	CDS	1749				hypothetical protein
LOAGDLFN_02704	CDS	435	tadA_2	3.5.4.33		tRNA-specific adenosine deaminase
LOAGDLFN_02705	CDS	495				hypothetical protein
LOAGDLFN_02706	CDS	2043	dcp_2	3.4.15.5	COG0339	Dipeptidyl carboxypeptidase
LOAGDLFN_02707	CDS	678				hypothetical protein
LOAGDLFN_02708	CDS	603				hypothetical protein
LOAGDLFN_02709	CDS	1017	apbE	2.7.1.180	COG1477	FAD:protein FMN transferase
LOAGDLFN_02710	CDS	573	mntP		COG1971	putative manganese efflux pump MntP
LOAGDLFN_02711	CDS	702				hypothetical protein
LOAGDLFN_02712	CDS	495				hypothetical protein
LOAGDLFN_02713	CDS	954	arnC_2	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
LOAGDLFN_02714	CDS	534				hypothetical protein
LOAGDLFN_02715	tRNA	75				tRNA-Thr(tgt)
LOAGDLFN_02716	CDS	2418	cshA_1	3.6.4.13		DEAD-box ATP-dependent RNA helicase CshA
LOAGDLFN_02717	CDS	207				hypothetical protein
LOAGDLFN_02718	CDS	1569				hypothetical protein
LOAGDLFN_02719	CDS	1296	eno	4.2.1.11	COG0148	Enolase
LOAGDLFN_02720	CDS	2445				hypothetical protein
