locus_tag	ftype	length_bp	gene	EC_number	COG	product
AIEECKCC_02076	CDS	984				hypothetical protein
AIEECKCC_02077	CDS	1029				hypothetical protein
AIEECKCC_02078	CDS	621	ycf3_1			Photosystem I assembly protein Ycf3
AIEECKCC_02079	CDS	120				hypothetical protein
AIEECKCC_02080	CDS	1845				hypothetical protein
AIEECKCC_02081	CDS	846				hypothetical protein
AIEECKCC_02082	CDS	282				hypothetical protein
AIEECKCC_02083	CDS	1131				hypothetical protein
AIEECKCC_02084	CDS	1242	ycf3_2			Photosystem I assembly protein Ycf3
AIEECKCC_02085	CDS	2529	gyrA_2	5.6.2.2	COG0188	DNA gyrase subunit A
AIEECKCC_02086	CDS	2529	clpC			ATP-dependent Clp protease ATP-binding subunit ClpC
AIEECKCC_02087	CDS	2049	htpG			Chaperone protein HtpG
AIEECKCC_02088	CDS	2331				hypothetical protein
AIEECKCC_02089	tRNA	75				tRNA-Arg(acg)
AIEECKCC_02090	tRNA	75				tRNA-Arg(acg)
AIEECKCC_02091	CDS	894	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
AIEECKCC_02092	CDS	1998	ligA	6.5.1.2		DNA ligase
AIEECKCC_02093	CDS	678	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
AIEECKCC_02094	CDS	912	pyrD_1	1.3.1.14	COG0167	Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit
AIEECKCC_02095	CDS	777	pyrK_1		COG0543	Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit
AIEECKCC_02096	CDS	462				hypothetical protein
AIEECKCC_02097	CDS	144				hypothetical protein
AIEECKCC_02098	CDS	1020	yqeN		COG1466	putative protein YqeN
AIEECKCC_02099	CDS	777	amn	3.2.2.4	COG0775	AMP nucleosidase
AIEECKCC_02100	CDS	450				hypothetical protein
AIEECKCC_02101	CDS	891	per1	3.5.2.6		Extended-spectrum beta-lactamase PER-1
AIEECKCC_02102	CDS	3114	bepE_1			Efflux pump membrane transporter BepE
AIEECKCC_02103	CDS	1104	srpA			Solvent efflux pump periplasmic linker SrpA
AIEECKCC_02104	CDS	1434	oprM_2		COG1538	Outer membrane protein OprM
AIEECKCC_02105	CDS	783				hypothetical protein
AIEECKCC_02106	CDS	1167				hypothetical protein
AIEECKCC_02107	CDS	840				hypothetical protein
AIEECKCC_02108	CDS	1095			COG0327	GTP cyclohydrolase 1 type 2 
AIEECKCC_02109	CDS	777				hypothetical protein
AIEECKCC_02110	CDS	411				hypothetical protein
AIEECKCC_02111	CDS	810	fetB		COG0390	putative iron export permease protein FetB
AIEECKCC_02112	CDS	624	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
AIEECKCC_02113	CDS	537				hypothetical protein
AIEECKCC_02114	CDS	1116	aguA	3.5.3.12	COG2957	Putative agmatine deiminase
AIEECKCC_02115	CDS	888		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
AIEECKCC_02116	CDS	381				hypothetical protein
AIEECKCC_02117	CDS	1758	aspS	6.1.1.12		Aspartate--tRNA ligase
AIEECKCC_02118	CDS	1044	dagK_2	2.7.1.107	COG1597	Diacylglycerol kinase
AIEECKCC_02119	CDS	1188	bioF_2	2.3.1.47		8-amino-7-oxononanoate synthase
AIEECKCC_02120	CDS	807	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
AIEECKCC_02121	CDS	687				hypothetical protein
AIEECKCC_02122	CDS	1107				hypothetical protein
AIEECKCC_02123	CDS	762				IS21 family transposase ISPpu7
AIEECKCC_02124	CDS	537				hypothetical protein
AIEECKCC_02125	CDS	624	rnd	3.1.13.5		Ribonuclease D
AIEECKCC_02126	CDS	1182	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
AIEECKCC_02127	CDS	1257	xapB			Xanthosine permease
AIEECKCC_02128	CDS	585				hypothetical protein
AIEECKCC_02129	CDS	699	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
AIEECKCC_02130	CDS	1554				hypothetical protein
AIEECKCC_02131	CDS	645	btuD_8	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
AIEECKCC_02132	CDS	1206				hypothetical protein
AIEECKCC_02133	CDS	2307	rhaR_4			HTH-type transcriptional activator RhaR
AIEECKCC_02134	CDS	2352				hypothetical protein
AIEECKCC_02135	CDS	1860				hypothetical protein
AIEECKCC_02136	CDS	276	ycnE	1.-.-.-	COG1359	Putative monooxygenase YcnE
AIEECKCC_02137	CDS	294				hypothetical protein
AIEECKCC_02138	CDS	351	hxlR		COG1733	HTH-type transcriptional activator HxlR
AIEECKCC_02139	CDS	663	ung_1	3.2.2.27	COG0692	Uracil-DNA glycosylase
AIEECKCC_02140	CDS	708				hypothetical protein
AIEECKCC_02141	CDS	858	sbmC			DNA gyrase inhibitor
AIEECKCC_02142	CDS	897				hypothetical protein
AIEECKCC_02143	CDS	1014				hypothetical protein
AIEECKCC_02144	CDS	1281		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
AIEECKCC_02145	CDS	2505	chb	3.2.1.52	COG3525	N,N'-diacetylchitobiase
AIEECKCC_02146	CDS	2364	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
AIEECKCC_02147	CDS	1338	gdhA	1.4.1.3		NAD(P)-specific glutamate dehydrogenase
AIEECKCC_02148	CDS	1182	yciC		COG0523	Putative metal chaperone YciC
AIEECKCC_02149	CDS	2205		3.2.1.169		O-GlcNAcase
AIEECKCC_02150	CDS	579	nadD	2.7.7.18	COG1057	Nicotinate-nucleotide adenylyltransferase
AIEECKCC_02151	CDS	237				hypothetical protein
AIEECKCC_02152	CDS	564	gmk	2.7.4.8	COG0194	Guanylate kinase
AIEECKCC_02153	CDS	885				hypothetical protein
AIEECKCC_02154	CDS	693	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
AIEECKCC_02155	CDS	621				hypothetical protein
AIEECKCC_02156	CDS	1308	murA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
AIEECKCC_02157	CDS	537	rimM			Ribosome maturation factor RimM
AIEECKCC_02158	CDS	858				hypothetical protein
AIEECKCC_02159	CDS	1146	dxr	1.1.1.267		1-deoxy-D-xylulose 5-phosphate reductoisomerase
AIEECKCC_02160	CDS	1332		3.4.24.-	COG0750	Putative zinc metalloprotease
AIEECKCC_02161	CDS	900	ddh	1.4.1.16		Meso-diaminopimelate D-dehydrogenase
AIEECKCC_02162	CDS	603	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
AIEECKCC_02163	CDS	993				hypothetical protein
AIEECKCC_02164	CDS	1164		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
AIEECKCC_02165	CDS	1338	gdhB	1.4.1.2		NAD-specific glutamate dehydrogenase
AIEECKCC_02166	CDS	2148	susB_2	3.2.1.3		Glucan 1,4-alpha-glucosidase SusB
AIEECKCC_02167	CDS	1338		3.2.1.54		Cyclomaltodextrinase
AIEECKCC_02168	CDS	135				hypothetical protein
AIEECKCC_02169	CDS	1179				hypothetical protein
AIEECKCC_02170	CDS	1794				hypothetical protein
AIEECKCC_02171	CDS	2961	susC_5			TonB-dependent receptor SusC
AIEECKCC_02172	CDS	1665				hypothetical protein
AIEECKCC_02173	CDS	2466				hypothetical protein
AIEECKCC_02174	CDS	804				hypothetical protein
AIEECKCC_02175	CDS	1563				SusD-like protein P2
AIEECKCC_02176	CDS	3111				TonB-dependent receptor P3
AIEECKCC_02177	CDS	1704				hypothetical protein
AIEECKCC_02178	CDS	1266	fucP_1		COG0738	L-fucose-proton symporter
AIEECKCC_02179	CDS	732	gamA	3.5.99.6	COG0363	putative glucosamine-6-phosphate deaminase 2
AIEECKCC_02180	CDS	942	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
AIEECKCC_02181	CDS	3933	rcsC_22	2.7.13.3		Sensor histidine kinase RcsC
AIEECKCC_02182	CDS	2970				hypothetical protein
AIEECKCC_02183	CDS	1071				hypothetical protein
AIEECKCC_02184	CDS	912	menA_1	2.5.1.74		1,4-dihydroxy-2-naphthoate octaprenyltransferase
AIEECKCC_02185	CDS	1143	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
AIEECKCC_02186	CDS	873	rffH	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 2
AIEECKCC_02187	CDS	495				hypothetical protein
AIEECKCC_02188	CDS	2067	ppk	2.7.4.1	COG0855	Polyphosphate kinase
AIEECKCC_02189	CDS	2313				hypothetical protein
AIEECKCC_02190	CDS	1431	cca	2.7.7.72		CCA-adding enzyme
AIEECKCC_02191	CDS	831				hypothetical protein
AIEECKCC_02192	CDS	402	atoC_1		COG2204	Regulatory protein AtoC
AIEECKCC_02193	CDS	1635	yheS_2		COG0488	putative ABC transporter ATP-binding protein YheS
AIEECKCC_02194	CDS	1377	rclA_2		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
AIEECKCC_02195	CDS	435				hypothetical protein
AIEECKCC_02196	CDS	1221	mdtA_1			Multidrug resistance protein MdtA
AIEECKCC_02197	CDS	3123	czcA			Cobalt-zinc-cadmium resistance protein CzcA
AIEECKCC_02198	CDS	1227				hypothetical protein
AIEECKCC_02199	CDS	1233				hypothetical protein
AIEECKCC_02200	CDS	1458	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
AIEECKCC_02201	CDS	2424	btuB_12			Vitamin B12 transporter BtuB
AIEECKCC_02202	CDS	342				hypothetical protein
AIEECKCC_02203	CDS	237				hypothetical protein
AIEECKCC_02204	CDS	624				hypothetical protein
AIEECKCC_02205	CDS	537	algU_3		COG1595	RNA polymerase sigma-H factor
AIEECKCC_02206	CDS	327				hypothetical protein
AIEECKCC_02207	CDS	1230	cls	2.7.8.-		Cardiolipin synthase
AIEECKCC_02208	CDS	795	thyA	2.1.1.45	COG0207	Thymidylate synthase
AIEECKCC_02209	CDS	489	dfrA	1.5.1.3	COG0262	Dihydrofolate reductase
AIEECKCC_02210	CDS	477	asnC_2		COG1522	Regulatory protein AsnC
AIEECKCC_02211	CDS	1278				hypothetical protein
AIEECKCC_02212	CDS	537				hypothetical protein
AIEECKCC_02213	CDS	432				hypothetical protein
AIEECKCC_02214	CDS	591				hypothetical protein
AIEECKCC_02215	CDS	486				hypothetical protein
AIEECKCC_02216	CDS	804	tolQ_3			Tol-Pal system protein TolQ
AIEECKCC_02217	tRNA	89				tRNA-Ser(gga)
AIEECKCC_02218	CDS	780	dtd3_2	3.1.1.96		D-aminoacyl-tRNA deacylase
AIEECKCC_02219	CDS	702				hypothetical protein
AIEECKCC_02220	CDS	1041		2.5.1.10	COG0142	(2E,6E)-farnesyl diphosphate synthase
AIEECKCC_02221	CDS	687				hypothetical protein
AIEECKCC_02222	CDS	774	cmk_1	2.7.4.25	COG0283	Cytidylate kinase
AIEECKCC_02223	CDS	867	ispH	1.17.7.4	COG0761	4-hydroxy-3-methylbut-2-enyl diphosphate reductase
AIEECKCC_02224	CDS	981	pfkA_1	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 1
AIEECKCC_02225	CDS	840				hypothetical protein
AIEECKCC_02226	CDS	1224		1.16.1.-	COG0446	Metal reductase
AIEECKCC_02227	CDS	771				hypothetical protein
AIEECKCC_02228	CDS	1344	gltA	2.3.3.16	COG0372	Citrate synthase
AIEECKCC_02229	CDS	1161	icd	1.1.1.42		Isocitrate dehydrogenase [NADP]
AIEECKCC_02230	CDS	2244	acnA	4.2.1.3	COG1048	Aconitate hydratase A
AIEECKCC_02231	CDS	1833				hypothetical protein
AIEECKCC_02232	CDS	1044		1.1.1.382	COG0059	Ketol-acid reductoisomerase (NAD(+))
AIEECKCC_02233	CDS	753				hypothetical protein
AIEECKCC_02234	CDS	561	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
AIEECKCC_02235	CDS	1752	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
AIEECKCC_02236	CDS	1803	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
AIEECKCC_02237	CDS	573	slyD	5.2.1.8	COG1047	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD
AIEECKCC_02238	CDS	1281				hypothetical protein
AIEECKCC_02239	CDS	753				hypothetical protein
AIEECKCC_02240	CDS	1077	aroC	4.2.3.5	COG0082	Chorismate synthase
AIEECKCC_02241	CDS	1356	dapE_2	3.5.1.18		Succinyl-diaminopimelate desuccinylase
AIEECKCC_02242	CDS	1080	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
AIEECKCC_02243	CDS	555				hypothetical protein
AIEECKCC_02244	CDS	2190	topB_4	5.6.2.1	COG0550	DNA topoisomerase 3
AIEECKCC_02245	CDS	2148	mutB	5.4.99.2	COG1884	Methylmalonyl-CoA mutase large subunit
AIEECKCC_02246	CDS	1899	icmF	5.4.99.13		Fused isobutyryl-CoA mutase
AIEECKCC_02247	CDS	1662	aspT_3			Aspartate/alanine antiporter
AIEECKCC_02248	CDS	642	cmk_2	2.7.4.25		Cytidylate kinase
AIEECKCC_02249	CDS	1353	mepA_8			Multidrug export protein MepA
AIEECKCC_02250	CDS	408				hypothetical protein
AIEECKCC_02251	CDS	1731	lysS	6.1.1.6		Lysine--tRNA ligase
AIEECKCC_02252	CDS	996	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
AIEECKCC_02253	CDS	1338	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
AIEECKCC_02254	CDS	867	gph_2	3.1.3.18		Phosphoglycolate phosphatase
AIEECKCC_02255	CDS	627				hypothetical protein
AIEECKCC_02256	CDS	438				hypothetical protein
AIEECKCC_02257	CDS	882				hypothetical protein
AIEECKCC_02258	CDS	831				hypothetical protein
AIEECKCC_02259	CDS	474				hypothetical protein
AIEECKCC_02260	CDS	615	msrA	1.8.4.11		Peptide methionine sulfoxide reductase MsrA
AIEECKCC_02261	tRNA	74				tRNA-Arg(ccg)
AIEECKCC_02262	CDS	1248	asnA	6.3.1.1		Aspartate--ammonia ligase
AIEECKCC_02263	CDS	663	ung_2	3.2.2.27	COG0692	Uracil-DNA glycosylase
AIEECKCC_02264	CDS	2778	lptD_2			LPS-assembly protein LptD
AIEECKCC_02265	CDS	129				hypothetical protein
AIEECKCC_02266	CDS	537				hypothetical protein
AIEECKCC_02267	CDS	1734	arnT	2.4.2.43		Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase
AIEECKCC_02268	CDS	378				hypothetical protein
AIEECKCC_02269	CDS	972	ykoT	2.4.-.-		putative glycosyltransferase YkoT
AIEECKCC_02270	CDS	288				hypothetical protein
AIEECKCC_02271	CDS	483	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
AIEECKCC_02272	CDS	255				hypothetical protein
AIEECKCC_02273	CDS	582				hypothetical protein
AIEECKCC_02274	CDS	252				hypothetical protein
AIEECKCC_02275	CDS	954				hypothetical protein
AIEECKCC_02276	CDS	1236				hypothetical protein
AIEECKCC_02277	CDS	894				hypothetical protein
AIEECKCC_02278	CDS	1386	dnaA		COG0593	Chromosomal replication initiator protein DnaA
AIEECKCC_02279	CDS	783	nfrA2	1.5.1.39	COG0778	FMN reductase [NAD(P)H]
AIEECKCC_02280	CDS	2538				hypothetical protein
AIEECKCC_02281	CDS	2694				hypothetical protein
AIEECKCC_02282	CDS	336				hypothetical protein
AIEECKCC_02283	CDS	216				hypothetical protein
AIEECKCC_02284	CDS	222				hypothetical protein
AIEECKCC_02285	CDS	420				hypothetical protein
AIEECKCC_02286	CDS	1266				hypothetical protein
AIEECKCC_02287	CDS	258				hypothetical protein
AIEECKCC_02288	CDS	219				hypothetical protein
AIEECKCC_02289	CDS	306				hypothetical protein
AIEECKCC_02290	CDS	309				hypothetical protein
AIEECKCC_02291	CDS	222				hypothetical protein
AIEECKCC_02292	CDS	528				hypothetical protein
AIEECKCC_02293	CDS	507				hypothetical protein
AIEECKCC_02294	CDS	900	dnaG_3	2.7.7.-		DNA primase
AIEECKCC_02295	CDS	576				hypothetical protein
AIEECKCC_02296	CDS	987				hypothetical protein
AIEECKCC_02297	CDS	1356				hypothetical protein
AIEECKCC_02298	CDS	309				hypothetical protein
AIEECKCC_02299	CDS	624				hypothetical protein
AIEECKCC_02300	CDS	1005				hypothetical protein
AIEECKCC_02301	CDS	630				hypothetical protein
AIEECKCC_02302	CDS	384				hypothetical protein
AIEECKCC_02303	CDS	2505				hypothetical protein
AIEECKCC_02304	CDS	333				hypothetical protein
AIEECKCC_02305	CDS	312				hypothetical protein
AIEECKCC_02306	CDS	741				hypothetical protein
AIEECKCC_02307	CDS	363				hypothetical protein
AIEECKCC_02308	CDS	450				hypothetical protein
AIEECKCC_02309	CDS	756				hypothetical protein
AIEECKCC_02310	CDS	252				hypothetical protein
AIEECKCC_02311	CDS	429				hypothetical protein
AIEECKCC_02312	CDS	1251				hypothetical protein
AIEECKCC_02313	CDS	927				hypothetical protein
AIEECKCC_02314	CDS	1653				hypothetical protein
AIEECKCC_02315	CDS	1170				hypothetical protein
AIEECKCC_02316	CDS	123				hypothetical protein
AIEECKCC_02317	CDS	414				hypothetical protein
AIEECKCC_02318	CDS	1455				hypothetical protein
AIEECKCC_02319	CDS	612				hypothetical protein
AIEECKCC_02320	CDS	414				hypothetical protein
AIEECKCC_02321	CDS	1308	zraR_5		COG2204	Transcriptional regulatory protein ZraR
AIEECKCC_02322	CDS	2346	rcsC_23	2.7.13.3		Sensor histidine kinase RcsC
AIEECKCC_02323	CDS	129				hypothetical protein
AIEECKCC_02324	CDS	594				hypothetical protein
AIEECKCC_02325	CDS	705				hypothetical protein
AIEECKCC_02326	CDS	498				hypothetical protein
AIEECKCC_02327	CDS	1680				hypothetical protein
AIEECKCC_02328	CDS	138				hypothetical protein
AIEECKCC_02329	CDS	966				hypothetical protein
AIEECKCC_02330	CDS	1107				hypothetical protein
AIEECKCC_02331	CDS	1473	cysN	2.7.7.4	COG2895	Sulfate adenylyltransferase subunit 1
AIEECKCC_02332	CDS	912	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
AIEECKCC_02333	CDS	606	cysC	2.7.1.25	COG0529	putative adenylyl-sulfate kinase
AIEECKCC_02334	CDS	1554				hypothetical protein
AIEECKCC_02335	CDS	825	cysQ	3.1.3.7	COG1218	3'(2'),5'-bisphosphate nucleotidase CysQ
AIEECKCC_02336	CDS	501				hypothetical protein
AIEECKCC_02337	CDS	405				hypothetical protein
AIEECKCC_02338	CDS	1278	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
AIEECKCC_02339	CDS	210				hypothetical protein
AIEECKCC_02340	CDS	354				hypothetical protein
AIEECKCC_02341	CDS	261				hypothetical protein
AIEECKCC_02342	CDS	972	manA_1	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
AIEECKCC_02343	CDS	1182	mro_3	5.1.3.3	COG2017	Aldose 1-epimerase
AIEECKCC_02344	CDS	1311	fucP_2		COG0738	L-fucose-proton symporter
AIEECKCC_02345	CDS	1155	galK	2.7.1.6	COG0153	Galactokinase
AIEECKCC_02346	CDS	1140	mro_4	5.1.3.3	COG2017	Aldose 1-epimerase
AIEECKCC_02347	CDS	1695	sglT			Sodium/glucose cotransporter
AIEECKCC_02348	CDS	678				hypothetical protein
AIEECKCC_02349	CDS	687	ulaF	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase UlaF
AIEECKCC_02350	CDS	1509	araA	5.3.1.4		L-arabinose isomerase
AIEECKCC_02351	CDS	1599	xylB_1	2.7.1.17		Xylulose kinase
AIEECKCC_02352	CDS	1545	abf2	3.2.1.55	COG3534	Intracellular exo-alpha-L-arabinofuranosidase 2
AIEECKCC_02353	CDS	2010	tkt	2.2.1.1		Transketolase
AIEECKCC_02354	CDS	438	rpiB	5.3.1.6	COG0698	Ribose-5-phosphate isomerase B
AIEECKCC_02355	CDS	276				hypothetical protein
AIEECKCC_02356	CDS	228	rsxB_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit B
AIEECKCC_02357	CDS	1086	korA_2	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
AIEECKCC_02358	CDS	174				hypothetical protein
AIEECKCC_02359	CDS	762	korB_2	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
AIEECKCC_02360	CDS	546				hypothetical protein
AIEECKCC_02361	CDS	2211				hypothetical protein
AIEECKCC_02362	CDS	831	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
AIEECKCC_02363	CDS	1926	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
AIEECKCC_02364	CDS	435	perR		COG0735	Peroxide-responsive repressor PerR
AIEECKCC_02365	CDS	558	rbr3A	1.11.1.1	COG1592	Reverse rubrerythrin-1
AIEECKCC_02366	CDS	525				hypothetical protein
AIEECKCC_02367	CDS	459				hypothetical protein
AIEECKCC_02368	CDS	471				hypothetical protein
AIEECKCC_02369	CDS	906				hypothetical protein
AIEECKCC_02370	CDS	1659				hypothetical protein
AIEECKCC_02371	CDS	1383				hypothetical protein
AIEECKCC_02372	CDS	843	prmA	2.1.1.-	COG2264	Ribosomal protein L11 methyltransferase
AIEECKCC_02373	CDS	777				hypothetical protein
AIEECKCC_02374	CDS	1647	pfp_1	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase
AIEECKCC_02375	CDS	306				hypothetical protein
AIEECKCC_02376	CDS	498				hypothetical protein
AIEECKCC_02377	CDS	1377	oprM_3		COG1538	Outer membrane protein OprM
AIEECKCC_02378	CDS	3111	bepE_2			Efflux pump membrane transporter BepE
AIEECKCC_02379	CDS	1275	mdtA_2			Multidrug resistance protein MdtA
AIEECKCC_02380	CDS	270				hypothetical protein
AIEECKCC_02381	CDS	555				hypothetical protein
AIEECKCC_02382	CDS	807	yafV	3.5.1.3		Omega-amidase YafV
AIEECKCC_02383	CDS	702				hypothetical protein
AIEECKCC_02384	CDS	1992	nagB_1	3.5.99.6		Glucosamine-6-phosphate deaminase
AIEECKCC_02385	CDS	879				hypothetical protein
AIEECKCC_02386	CDS	2931				hypothetical protein
AIEECKCC_02387	CDS	315				hypothetical protein
AIEECKCC_02388	CDS	219				hypothetical protein
AIEECKCC_02389	CDS	1839				hypothetical protein
AIEECKCC_02390	CDS	645				hypothetical protein
AIEECKCC_02391	CDS	3390	mfd	3.6.4.-		Transcription-repair-coupling factor
AIEECKCC_02392	CDS	756	ppm1	2.4.1.-		Polyprenol monophosphomannose synthase
AIEECKCC_02393	CDS	1347	pyrC	3.5.2.3	COG0044	Dihydroorotase
AIEECKCC_02394	CDS	915	metH_2	2.1.1.13	COG0646	Methionine synthase
AIEECKCC_02395	CDS	486	ylaC			RNA polymerase sigma factor YlaC
AIEECKCC_02396	CDS	627				hypothetical protein
AIEECKCC_02397	CDS	1176	cpdA_6	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
AIEECKCC_02398	CDS	759				hypothetical protein
AIEECKCC_02399	CDS	750				hypothetical protein
AIEECKCC_02400	CDS	1236	chuR_2	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
AIEECKCC_02401	CDS	2166	dpp7_1	3.4.14.-		Dipeptidyl-peptidase 7
AIEECKCC_02402	CDS	2160	dpp7_2	3.4.14.-		Dipeptidyl-peptidase 7
AIEECKCC_02403	CDS	297				Thioredoxin C-2
AIEECKCC_02404	CDS	429				hypothetical protein
AIEECKCC_02405	CDS	843				hypothetical protein
AIEECKCC_02406	CDS	1863	ettA_2		COG0488	Energy-dependent translational throttle protein EttA
AIEECKCC_02407	CDS	903				hypothetical protein
AIEECKCC_02408	CDS	1848				hypothetical protein
AIEECKCC_02409	CDS	3210				TonB-dependent receptor P3
AIEECKCC_02410	CDS	210				hypothetical protein
AIEECKCC_02411	CDS	1197				hypothetical protein
AIEECKCC_02412	CDS	690	srrA		COG0745	Transcriptional regulatory protein SrrA
AIEECKCC_02413	CDS	1794	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
AIEECKCC_02414	CDS	1374	tnaA1	4.1.99.1	COG3033	Tryptophanase 1
AIEECKCC_02415	CDS	630				hypothetical protein
AIEECKCC_02416	CDS	1350				hypothetical protein
AIEECKCC_02417	CDS	456	ssb		COG0629	Single-stranded DNA-binding protein
AIEECKCC_02418	CDS	1086	mutY	3.2.2.31		Adenine DNA glycosylase
AIEECKCC_02419	CDS	276	hup_2			DNA-binding protein HU
AIEECKCC_02420	CDS	1575	rne	3.1.26.12	COG1530	Ribonuclease E
AIEECKCC_02421	CDS	1173	adh2	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
AIEECKCC_02422	CDS	933				hypothetical protein
AIEECKCC_02423	CDS	654		2.7.8.-	COG0558	Phosphatidylinositol phosphate synthase
AIEECKCC_02424	CDS	528				hypothetical protein
AIEECKCC_02425	CDS	567				hypothetical protein
AIEECKCC_02426	CDS	1296				hypothetical protein
AIEECKCC_02427	CDS	2538				hypothetical protein
AIEECKCC_02428	CDS	1695	aspT_4			Aspartate/alanine antiporter
AIEECKCC_02429	CDS	1635	asD	2.6.1.1		Bifunctional aspartate aminotransferase and L-aspartate beta-decarboxylase
AIEECKCC_02430	CDS	1314	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
AIEECKCC_02431	CDS	1362	atoC_2		COG2204	Regulatory protein AtoC
AIEECKCC_02432	CDS	1488				hypothetical protein
AIEECKCC_02433	CDS	513				hypothetical protein
AIEECKCC_02434	CDS	1554	pccB_2	6.4.1.3	COG4799	Propionyl-CoA carboxylase beta chain
AIEECKCC_02435	CDS	933				hypothetical protein
AIEECKCC_02436	CDS	435				hypothetical protein
AIEECKCC_02437	CDS	1161	gcdB_1	7.2.4.5	COG1883	Glutaconyl-CoA decarboxylase subunit beta
AIEECKCC_02438	CDS	1353	bepA_4	3.4.-.-		Beta-barrel assembly-enhancing protease
AIEECKCC_02439	CDS	1851		3.2.1.54	COG0366	Cyclomaltodextrinase
AIEECKCC_02440	CDS	1011	fda	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
AIEECKCC_02441	CDS	1008				hypothetical protein
AIEECKCC_02442	CDS	252	rpmE2		COG0254	50S ribosomal protein L31 type B
AIEECKCC_02443	CDS	1524	bepA_5	3.4.-.-		Beta-barrel assembly-enhancing protease
AIEECKCC_02444	CDS	1089	gcvT	2.1.2.10	COG0404	Aminomethyltransferase
AIEECKCC_02445	CDS	1224	pepT	3.4.11.4	COG2195	Peptidase T
AIEECKCC_02446	CDS	1413	purF_2	2.4.2.14	COG0034	Amidophosphoribosyltransferase
AIEECKCC_02447	CDS	807				hypothetical protein
AIEECKCC_02448	CDS	942				hypothetical protein
AIEECKCC_02449	CDS	2154	susB_3	3.2.1.3		Glucan 1,4-alpha-glucosidase SusB
AIEECKCC_02450	CDS	138				hypothetical protein
AIEECKCC_02451	CDS	345				hypothetical protein
AIEECKCC_02452	CDS	378	crcB		COG0239	Putative fluoride ion transporter CrcB
AIEECKCC_02453	CDS	669	mfpA		COG1357	Pentapeptide repeat protein MfpA
AIEECKCC_02454	CDS	1290	eno_2	4.2.1.11	COG0148	Enolase
AIEECKCC_02455	CDS	2244		3.2.1.21	COG1472	Beta-glucosidase BoGH3B
AIEECKCC_02456	CDS	1290				hypothetical protein
AIEECKCC_02457	CDS	1437				hypothetical protein
AIEECKCC_02458	CDS	1374				hypothetical protein
AIEECKCC_02459	CDS	1590				SusD-like protein P2
AIEECKCC_02460	CDS	3204				TonB-dependent receptor P3
